,entry1,entry2
191,BS_0002460,BS_0009412
194,BS_0005691,BS_0009259
195,BS_0009600,BS_0001408
198,BS_0002532,BS_0005132
201,BS_0002193,BS_0005621
202,BS_0003681,BS_0000694
204,BS_0003564,BS_0009092
205,BS_0003627,BS_0000400
206,BS_0005671,BS_0004476
207,BS_0009126,BS_0003161
209,BS_0007570,BS_0008253
210,BS_0006649,BS_0000827
211,BS_0005943,BS_0000129
212,BS_0004369,BS_0001275
213,BS_0004706,BS_0002390
215,BS_0002599,BS_0003953
216,BS_0002269,BS_0003520
217,BS_0001542,BS_0000400
219,BS_0003682,BS_0004963
222,BS_0001087,BS_0005069
225,BS_0006008,BS_0004274
226,BS_0006014,BS_0009388
228,BS_0003763,BS_0001647
229,BS_0004439,BS_0005919
230,BS_0005186,BS_0003720
231,BS_0000547,BS_0000773
234,BS_0001475,BS_0006985
235,BS_0002844,BS_0003547
236,BS_0004961,BS_0003302
237,BS_0004374,BS_0001482
238,BS_0007047,BS_0006932
239,BS_0003440,BS_0000950
240,BS_0001779,BS_0005533
244,BS_0003543,BS_0006024
245,BS_0008900,BS_0006742
247,BS_0005676,BS_0005636
248,BS_0001431,BS_0007956
249,BS_0008395,BS_0008987
250,BS_0004679,BS_0004476
251,BS_0001410,BS_0000764
252,BS_0004473,BS_0004874
253,BS_0002469,BS_0004339
254,BS_0005922,BS_0002846
255,BS_0008413,BS_0005398
256,BS_0003764,BS_0005988
260,BS_0008695,BS_0005620
261,BS_0002141,BS_0004920
263,BS_0000003,BS_0001300
265,BS_0002323,BS_0004615
266,BS_0000003,BS_0001010
267,BS_0000745,BS_0002250
268,BS_0008029,BS_0000401
272,BS_0002243,BS_0008952
275,BS_0002250,BS_0003509
276,BS_0000401,BS_0001842
277,BS_0001469,BS_0008392
278,BS_0009583,BS_0001152
279,BS_0006509,BS_0001603
280,BS_0002284,BS_0006638
284,BS_0002992,BS_0002682
287,BS_0007167,BS_0003222
288,BS_0002517,BS_0004120
290,BS_0005468,BS_0007928
291,BS_0003515,BS_0007716
292,BS_0006082,BS_0004444
293,BS_0005691,BS_0001626
294,BS_0003119,BS_0000448
295,BS_0003161,BS_0003359
298,BS_0005183,BS_0000921
299,BS_0000261,BS_0003827
300,BS_0004325,BS_0003993
301,BS_0000337,BS_0002170
302,BS_0009210,BS_0008557
303,BS_0001410,BS_0003197
304,BS_0008484,BS_0001275
305,BS_0004259,BS_0005850
306,BS_0007512,BS_0005073
307,BS_0005565,BS_0002308
308,BS_0008032,BS_0009544
309,BS_0004320,BS_0004111
311,BS_0000247,BS_0008793
313,BS_0007772,BS_0000100
317,BS_0004158,BS_0000240
318,BS_0003181,BS_0000705
320,BS_0009355,BS_0007166
321,BS_0001278,BS_0001010
323,BS_0007383,BS_0007350
324,BS_0003861,BS_0001728
325,BS_0000600,BS_0000457
326,BS_0005690,BS_0005175
327,BS_0001348,BS_0007558
328,BS_0000236,BS_0008469
330,BS_0003453,BS_0008253
332,BS_0006396,BS_0004803
333,BS_0006094,BS_0008001
336,BS_0005763,BS_0003217
337,BS_0001082,BS_0005257
338,BS_0003171,BS_0003588
339,BS_0003423,BS_0005244
341,BS_0000266,BS_0006025
342,BS_0002227,BS_0000367
343,BS_0002929,BS_0001378
344,BS_0004501,BS_0009366
345,BS_0000442,BS_0003688
346,BS_0003153,BS_0000528
347,BS_0005604,BS_0001905
348,BS_0003720,BS_0000827
350,BS_0002365,BS_0001728
352,BS_0009393,BS_0004609
353,BS_0009080,BS_0005246
354,BS_0007198,BS_0000261
355,BS_0001248,BS_0003158
356,BS_0008940,BS_0000302
357,BS_0004186,BS_0003309
358,BS_0001588,BS_0002598
359,BS_0002390,BS_0004926
361,BS_0003576,BS_0004371
362,BS_0003164,BS_0003169
363,BS_0006018,BS_0003570
364,BS_0006685,BS_0002977
367,BS_0004469,BS_0006481
368,BS_0003293,BS_0002437
369,BS_0007893,BS_0008817
370,BS_0008923,BS_0008230
371,BS_0005028,BS_0003502
373,BS_0003380,BS_0000895
374,BS_0006864,BS_0001583
375,BS_0001694,BS_0008332
376,BS_0000442,BS_0009438
377,BS_0001337,BS_0001784
381,BS_0005234,BS_0005930
382,BS_0003170,BS_0003171
383,BS_0006752,BS_0001900
386,BS_0007665,BS_0003434
390,BS_0006896,BS_0004411
391,BS_0004496,BS_0005012
392,BS_0003162,BS_0002550
393,BS_0005930,BS_0001572
394,BS_0006718,BS_0006887
395,BS_0002270,BS_0005604
397,BS_0007893,BS_0006193
398,BS_0008449,BS_0005634
399,BS_0003169,BS_0002503
400,BS_0003202,BS_0002146
401,BS_0001439,BS_0002497
402,BS_0003181,BS_0007891
403,BS_0005302,BS_0007296
404,BS_0007027,BS_0007116
406,BS_0006248,BS_0007798
407,BS_0002394,BS_0003336
408,BS_0006717,BS_0009547
409,BS_0002415,BS_0002846
410,BS_0002170,BS_0000003
411,BS_0001592,BS_0009272
413,BS_0009129,BS_0004998
414,BS_0001972,BS_0005297
415,BS_0005533,BS_0003169
416,BS_0002263,BS_0006182
418,BS_0008452,BS_0002675
420,BS_0003302,BS_0001486
422,BS_0002710,BS_0002849
423,BS_0003572,BS_0004868
425,BS_0002287,BS_0003822
426,BS_0001041,BS_0005533
427,BS_0006535,BS_0001605
429,BS_0005707,BS_0009401
430,BS_0004679,BS_0001905
431,BS_0003421,BS_0004992
437,BS_0002655,BS_0006864
438,BS_0005183,BS_0005781
440,BS_0002971,BS_0005989
442,BS_0003119,BS_0005722
443,BS_0008394,BS_0004537
444,BS_0008653,BS_0007235
447,BS_0003165,BS_0005850
448,BS_0002019,BS_0005408
449,BS_0008939,BS_0003059
450,BS_0004851,BS_0002110
451,BS_0007187,BS_0008708
452,BS_0003957,BS_0008653
454,BS_0007880,BS_0002047
456,BS_0003172,BS_0002909
457,BS_0008392,BS_0001732
458,BS_0007615,BS_0009238
459,BS_0004147,BS_0000761
460,BS_0000337,BS_0006868
461,BS_0007404,BS_0007823
464,BS_0000916,BS_0005024
465,BS_0000266,BS_0004259
467,BS_0005355,BS_0003072
468,BS_0005248,BS_0002435
469,BS_0007698,BS_0007175
470,BS_0000547,BS_0003838
471,BS_0008817,BS_0003419
472,BS_0003313,BS_0008474
473,BS_0002141,BS_0000400
474,BS_0008474,BS_0002748
475,BS_0004699,BS_0001952
476,BS_0002774,BS_0008484
477,BS_0001411,BS_0005041
478,BS_0007496,BS_0009254
479,BS_0009517,BS_0009146
481,BS_0005967,BS_0001625
483,BS_0001737,BS_0006019
484,BS_0001486,BS_0006814
485,BS_0007432,BS_0004675
486,BS_0003824,BS_0003383
487,BS_0000625,BS_0005636
491,BS_0001276,BS_0001249
493,BS_0004894,BS_0000774
497,BS_0001064,BS_0003197
499,BS_0000366,BS_0005663
505,BS_0008626,BS_0006915
506,BS_0002842,BS_0008936
509,BS_0004601,BS_0006854
510,BS_0006671,BS_0000635
511,BS_0003564,BS_0005850
512,BS_0009459,BS_0001506
513,BS_0002042,BS_0005950
514,BS_0001008,BS_0007758
515,BS_0006653,BS_0007989
517,BS_0006589,BS_0009543
518,BS_0007032,BS_0002400
520,BS_0003572,BS_0003541
521,BS_0006687,BS_0002886
523,BS_0006135,BS_0002322
524,BS_0000593,BS_0002287
525,BS_0000131,BS_0004174
526,BS_0003740,BS_0004810
528,BS_0000547,BS_0005892
529,BS_0004981,BS_0001928
530,BS_0008029,BS_0006775
533,BS_0006535,BS_0004874
534,BS_0000031,BS_0000087
535,BS_0008695,BS_0000385
536,BS_0006024,BS_0001763
537,BS_0000442,BS_0009500
538,BS_0003386,BS_0009463
539,BS_0000448,BS_0006841
541,BS_0001145,BS_0000490
542,BS_0005433,BS_0001383
543,BS_0001605,BS_0006350
544,BS_0002570,BS_0007145
545,BS_0003407,BS_0000703
546,BS_0003926,BS_0005071
547,BS_0002138,BS_0006250
548,BS_0006024,BS_0005923
549,BS_0004030,BS_0005744
551,BS_0002170,BS_0003556
552,BS_0003513,BS_0007422
553,BS_0002169,BS_0007949
554,BS_0006821,BS_0002960
555,BS_0003293,BS_0009026
556,BS_0004689,BS_0008789
559,BS_0003995,BS_0008332
560,BS_0004638,BS_0002550
561,BS_0009258,BS_0002942
563,BS_0000048,BS_0001782
564,BS_0005308,BS_0007575
565,BS_0003364,BS_0005724
567,BS_0008653,BS_0003953
571,BS_0006521,BS_0008413
573,BS_0004375,BS_0003197
575,BS_0005994,BS_0009131
577,BS_0004679,BS_0002099
580,BS_0008474,BS_0002846
584,BS_0007179,BS_0001628
585,BS_0003168,BS_0004150
586,BS_0007716,BS_0005290
587,BS_0001112,BS_0006018
588,BS_0001774,BS_0001286
589,BS_0006130,BS_0007960
590,BS_0003289,BS_0005269
594,BS_0003162,BS_0006277
597,BS_0003679,BS_0002942
600,BS_0003554,BS_0004868
601,BS_0003383,BS_0003151
603,BS_0008844,BS_0003795
604,BS_0001249,BS_0005571
606,BS_0005999,BS_0006713
607,BS_0001302,BS_0002503
608,BS_0004473,BS_0008484
609,BS_0009558,BS_0005776
610,BS_0005091,BS_0000208
611,BS_0004396,BS_0003197
612,BS_0008853,BS_0008869
613,BS_0007236,BS_0009047
615,BS_0008474,BS_0001410
617,BS_0003577,BS_0005541
619,BS_0007653,BS_0008253
621,BS_0004818,BS_0004709
622,BS_0009063,BS_0000400
624,BS_0000264,BS_0005059
625,BS_0005201,BS_0002602
626,BS_0005872,BS_0003551
627,BS_0004477,BS_0000087
628,BS_0005584,BS_0003204
629,BS_0008249,BS_0004540
630,BS_0003165,BS_0004092
631,BS_0007991,BS_0002186
632,BS_0006940,BS_0000108
633,BS_0001777,BS_0008493
634,BS_0007798,BS_0004050
635,BS_0007845,BS_0008538
636,BS_0005342,BS_0003295
637,BS_0007807,BS_0005662
638,BS_0006024,BS_0006181
639,BS_0004596,BS_0003962
640,BS_0003952,BS_0007550
641,BS_0003681,BS_0002962
642,BS_0003385,BS_0006864
643,BS_0002773,BS_0003520
645,BS_0008957,BS_0003216
646,BS_0007027,BS_0003663
647,BS_0000401,BS_0001496
648,BS_0008504,BS_0002288
649,BS_0005313,BS_0000401
650,BS_0005718,BS_0000746
652,BS_0000401,BS_0001405
654,BS_0009360,BS_0004005
655,BS_0002436,BS_0002909
658,BS_0003162,BS_0008243
659,BS_0008839,BS_0000564
662,BS_0007002,BS_0001836
664,BS_0000654,BS_0001737
665,BS_0007302,BS_0008484
667,BS_0001111,BS_0004741
669,BS_0004175,BS_0004259
671,BS_0002083,BS_0006278
672,BS_0001787,BS_0003564
675,BS_0004561,BS_0000685
676,BS_0000178,BS_0005358
677,BS_0002383,BS_0000836
678,BS_0005355,BS_0003838
679,BS_0004637,BS_0000930
680,BS_0001615,BS_0000654
682,BS_0004359,BS_0009320
684,BS_0009131,BS_0004376
685,BS_0002926,BS_0005514
686,BS_0008352,BS_0006290
687,BS_0002968,BS_0001678
688,BS_0009013,BS_0006439
690,BS_0001248,BS_0001120
691,BS_0001024,BS_0001189
692,BS_0002365,BS_0000169
693,BS_0001369,BS_0000590
694,BS_0002819,BS_0002519
695,BS_0005838,BS_0006535
696,BS_0004301,BS_0005040
698,BS_0006521,BS_0001158
700,BS_0005620,BS_0006680
701,BS_0008403,BS_0009494
702,BS_0004706,BS_0004132
705,BS_0003957,BS_0000827
706,BS_0003793,BS_0001854
707,BS_0001469,BS_0003556
708,BS_0009003,BS_0002773
710,BS_0000266,BS_0003359
711,BS_0003720,BS_0002971
712,BS_0008117,BS_0003471
714,BS_0003828,BS_0005380
715,BS_0003200,BS_0001838
716,BS_0006868,BS_0004399
717,BS_0004291,BS_0006481
719,BS_0009417,BS_0003878
721,BS_0009407,BS_0006880
722,BS_0001691,BS_0001690
724,BS_0004662,BS_0003564
725,BS_0004477,BS_0006193
726,BS_0002170,BS_0006521
727,BS_0004449,BS_0001615
728,BS_0008273,BS_0007459
729,BS_0005751,BS_0007186
730,BS_0002370,BS_0000760
731,BS_0007671,BS_0004803
733,BS_0003119,BS_0009006
737,BS_0003037,BS_0008413
739,BS_0002657,BS_0003965
740,BS_0004082,BS_0007239
742,BS_0009526,BS_0002678
743,BS_0005514,BS_0006237
744,BS_0009408,BS_0003716
745,BS_0001195,BS_0008126
747,BS_0002971,BS_0000081
748,BS_0006337,BS_0003603
750,BS_0000958,BS_0001941
751,BS_0001064,BS_0004083
754,BS_0001500,BS_0005080
756,BS_0008793,BS_0001720
757,BS_0005367,BS_0002064
758,BS_0002792,BS_0006930
761,BS_0000336,BS_0004399
762,BS_0003309,BS_0006025
764,BS_0001205,BS_0009624
766,BS_0001140,BS_0001635
768,BS_0005398,BS_0000238
769,BS_0001976,BS_0000844
771,BS_0006978,BS_0003440
773,BS_0007228,BS_0008379
775,BS_0004122,BS_0006236
776,BS_0004854,BS_0000265
778,BS_0001469,BS_0002288
779,BS_0000345,BS_0000390
781,BS_0006797,BS_0006855
782,BS_0003244,BS_0005160
784,BS_0000763,BS_0005172
788,BS_0004244,BS_0001598
789,BS_0009557,BS_0000069
790,BS_0006193,BS_0009572
791,BS_0003313,BS_0001605
792,BS_0001117,BS_0006868
794,BS_0009608,BS_0002656
795,BS_0007284,BS_0002161
797,BS_0002364,BS_0009055
799,BS_0001615,BS_0002846
800,BS_0003423,BS_0008300
801,BS_0002167,BS_0003603
802,BS_0000776,BS_0006102
805,BS_0005541,BS_0006059
806,BS_0004638,BS_0005850
809,BS_0000401,BS_0000590
810,BS_0007215,BS_0004009
811,BS_0005060,BS_0008133
812,BS_0005183,BS_0007575
813,BS_0003163,BS_0005146
815,BS_0002971,BS_0005059
816,BS_0005482,BS_0005839
817,BS_0008960,BS_0007241
818,BS_0001415,BS_0006749
819,BS_0002539,BS_0007910
820,BS_0005719,BS_0001506
821,BS_0004963,BS_0004507
823,BS_0000442,BS_0003970
824,BS_0004477,BS_0002962
825,BS_0005156,BS_0004768
828,BS_0001800,BS_0004175
829,BS_0008431,BS_0006245
830,BS_0004259,BS_0006841
831,BS_0000003,BS_0002288
833,BS_0006509,BS_0001154
834,BS_0006793,BS_0000721
836,BS_0006703,BS_0001281
838,BS_0001292,BS_0000292
840,BS_0005355,BS_0001410
841,BS_0003699,BS_0002309
843,BS_0003162,BS_0001886
844,BS_0003764,BS_0003336
846,BS_0005541,BS_0005059
847,BS_0008391,BS_0002971
848,BS_0003681,BS_0000264
851,BS_0009286,BS_0003478
853,BS_0008665,BS_0000015
854,BS_0007042,BS_0000248
856,BS_0007230,BS_0000671
857,BS_0004380,BS_0009137
858,BS_0004316,BS_0001314
859,BS_0007074,BS_0000992
861,BS_0003332,BS_0005636
863,BS_0003554,BS_0004394
864,BS_0006521,BS_0003520
867,BS_0004050,BS_0004374
868,BS_0004199,BS_0003144
871,BS_0009195,BS_0006503
874,BS_0000119,BS_0007181
875,BS_0004749,BS_0007825
877,BS_0006855,BS_0001728
878,BS_0002164,BS_0008412
881,BS_0003652,BS_0007742
882,BS_0005923,BS_0000746
884,BS_0006292,BS_0002216
885,BS_0009125,BS_0004052
886,BS_0000352,BS_0003944
888,BS_0004317,BS_0001248
890,BS_0003169,BS_0009127
891,BS_0004126,BS_0003145
892,BS_0004219,BS_0000256
894,BS_0004396,BS_0003273
895,BS_0001003,BS_0001371
896,BS_0003434,BS_0006096
897,BS_0002452,BS_0008548
899,BS_0001941,BS_0004235
900,BS_0002724,BS_0007020
901,BS_0002923,BS_0003732
902,BS_0001469,BS_0003161
904,BS_0008492,BS_0005751
906,BS_0003642,BS_0006004
908,BS_0008003,BS_0006475
909,BS_0003158,BS_0006059
910,BS_0006521,BS_0007252
911,BS_0002818,BS_0003200
912,BS_0000476,BS_0008238
913,BS_0004394,BS_0004883
915,BS_0009124,BS_0006240
916,BS_0007570,BS_0003207
917,BS_0001841,BS_0000387
918,BS_0008818,BS_0003521
919,BS_0009080,BS_0003453
920,BS_0001782,BS_0009460
921,BS_0003188,BS_0000447
922,BS_0004449,BS_0009063
924,BS_0001851,BS_0000933
925,BS_0003953,BS_0000761
926,BS_0003301,BS_0003121
929,BS_0006687,BS_0008413
931,BS_0009063,BS_0003088
932,BS_0001302,BS_0003359
933,BS_0001083,BS_0009288
934,BS_0003312,BS_0006385
935,BS_0005565,BS_0008392
936,BS_0007113,BS_0006505
937,BS_0005355,BS_0002299
940,BS_0005654,BS_0006641
941,BS_0002445,BS_0003359
943,BS_0003195,BS_0003988
945,BS_0009148,BS_0008187
946,BS_0006493,BS_0005838
947,BS_0000763,BS_0000238
948,BS_0003676,BS_0006683
951,BS_0003556,BS_0000336
952,BS_0007858,BS_0004100
953,BS_0003965,BS_0004369
955,BS_0000219,BS_0000309
958,BS_0000242,BS_0007424
959,BS_0008492,BS_0000725
960,BS_0003731,BS_0005864
962,BS_0002164,BS_0000169
964,BS_0002170,BS_0009130
966,BS_0004380,BS_0008491
967,BS_0000100,BS_0006770
968,BS_0001234,BS_0005135
969,BS_0008817,BS_0003560
970,BS_0005894,BS_0006245
971,BS_0000632,BS_0001728
972,BS_0006868,BS_0002569
973,BS_0000621,BS_0007190
975,BS_0001490,BS_0000400
977,BS_0003118,BS_0005945
980,BS_0009368,BS_0002569
981,BS_0001567,BS_0000522
982,BS_0000442,BS_0004047
984,BS_0006814,BS_0000622
985,BS_0006867,BS_0006823
986,BS_0008505,BS_0004394
989,BS_0001179,BS_0002005
990,BS_0004281,BS_0008817
991,BS_0002467,BS_0004876
992,BS_0002969,BS_0003434
993,BS_0006062,BS_0009515
994,BS_0008209,BS_0005339
995,BS_0000337,BS_0004158
996,BS_0001276,BS_0008484
998,BS_0005991,BS_0001572
999,BS_0003828,BS_0002844
1002,BS_0001010,BS_0008484
1005,BS_0003447,BS_0004459
1008,BS_0003667,BS_0002577
1009,BS_0001053,BS_0008775
1010,BS_0001300,BS_0003336
1011,BS_0001288,BS_0007249
1012,BS_0004449,BS_0006671
1013,BS_0003293,BS_0001275
1015,BS_0003209,BS_0003011
1018,BS_0009324,BS_0005870
1022,BS_0002688,BS_0009093
1023,BS_0005157,BS_0008994
1024,BS_0001743,BS_0002194
1025,BS_0005224,BS_0000401
1026,BS_0004393,BS_0003469
1027,BS_0008764,BS_0000443
1028,BS_0003314,BS_0007435
1031,BS_0007363,BS_0000426
1033,BS_0009622,BS_0007653
1035,BS_0003165,BS_0000623
1037,BS_0004274,BS_0004709
1038,BS_0006521,BS_0008817
1039,BS_0002892,BS_0007109
1041,BS_0008539,BS_0008426
1042,BS_0003681,BS_0004768
1043,BS_0007645,BS_0004637
1044,BS_0003292,BS_0003952
1048,BS_0000169,BS_0004491
1049,BS_0000622,BS_0007129
1050,BS_0006841,BS_0003037
1051,BS_0005795,BS_0009035
1053,BS_0003564,BS_0000963
1054,BS_0001379,BS_0002001
1055,BS_0000256,BS_0008831
1057,BS_0001118,BS_0009619
1060,BS_0000271,BS_0001538
1061,BS_0003824,BS_0000025
1062,BS_0007004,BS_0008536
1064,BS_0001737,BS_0000118
1065,BS_0000561,BS_0003419
1066,BS_0004679,BS_0005003
1068,BS_0002287,BS_0003659
1070,BS_0003293,BS_0004142
1071,BS_0002569,BS_0005738
1072,BS_0000261,BS_0004394
1075,BS_0000336,BS_0000694
1076,BS_0006772,BS_0004660
1077,BS_0000003,BS_0003320
1079,BS_0005552,BS_0004710
1080,BS_0005355,BS_0006509
1081,BS_0002434,BS_0006962
1082,BS_0006535,BS_0000827
1083,BS_0005988,BS_0003181
1084,BS_0004301,BS_0000290
1085,BS_0003386,BS_0003207
1086,BS_0000781,BS_0000264
1089,BS_0005059,BS_0003988
1090,BS_0004679,BS_0004741
1091,BS_0002250,BS_0005282
1092,BS_0005902,BS_0002166
1093,BS_0006997,BS_0000151
1094,BS_0003681,BS_0008321
1095,BS_0001736,BS_0008548
1098,BS_0003824,BS_0003340
1099,BS_0002466,BS_0002340
1100,BS_0000607,BS_0000694
1101,BS_0004854,BS_0004109
1103,BS_0003735,BS_0002644
1104,BS_0009063,BS_0000630
1105,BS_0003162,BS_0000459
1106,BS_0003165,BS_0005711
1107,BS_0008912,BS_0004297
1109,BS_0008474,BS_0002602
1110,BS_0000764,BS_0000081
1111,BS_0006535,BS_0004369
1114,BS_0004662,BS_0005634
1116,BS_0008134,BS_0008243
1117,BS_0007359,BS_0006885
1118,BS_0006229,BS_0007566
1119,BS_0001541,BS_0000400
1120,BS_0003385,BS_0003209
1121,BS_0007568,BS_0005251
1122,BS_0007568,BS_0006847
1123,BS_0009363,BS_0001571
1125,BS_0005355,BS_0004371
1127,BS_0007740,BS_0000430
1128,BS_0007187,BS_0000309
1129,BS_0003707,BS_0004702
1132,BS_0003764,BS_0001306
1133,BS_0006198,BS_0003336
1134,BS_0000148,BS_0006639
1136,BS_0002432,BS_0009611
1137,BS_0000885,BS_0001300
1138,BS_0008327,BS_0002492
1139,BS_0006321,BS_0005025
1140,BS_0003336,BS_0002390
1142,BS_0000337,BS_0003952
1143,BS_0002433,BS_0005978
1144,BS_0000400,BS_0002439
1145,BS_0008474,BS_0000337
1146,BS_0005529,BS_0002287
1147,BS_0000046,BS_0000626
1148,BS_0008232,BS_0004917
1149,BS_0005061,BS_0000093
1150,BS_0005180,BS_0007041
1151,BS_0003087,BS_0002708
1155,BS_0001486,BS_0005808
1156,BS_0002555,BS_0007013
1158,BS_0005355,BS_0000302
1160,BS_0003764,BS_0006102
1161,BS_0001798,BS_0000965
1162,BS_0002357,BS_0006237
1163,BS_0009126,BS_0001306
1164,BS_0001208,BS_0007453
1166,BS_0008506,BS_0004394
1169,BS_0003194,BS_0003462
1171,BS_0000496,BS_0003067
1172,BS_0003302,BS_0001482
1173,BS_0007113,BS_0008975
1174,BS_0002347,BS_0007642
1175,BS_0009317,BS_0003575
1178,BS_0003678,BS_0008321
1179,BS_0003515,BS_0003720
1180,BS_0000561,BS_0000336
1181,BS_0001300,BS_0006645
1182,BS_0000781,BS_0001008
1183,BS_0001111,BS_0000595
1186,BS_0004189,BS_0005320
1187,BS_0005317,BS_0005236
1188,BS_0003588,BS_0002503
1189,BS_0003332,BS_0002742
1190,BS_0005000,BS_0008693
1191,BS_0004672,BS_0006543
1192,BS_0003281,BS_0005472
1193,BS_0000876,BS_0000892
1195,BS_0009090,BS_0003972
1196,BS_0001787,BS_0000261
1198,BS_0002893,BS_0005601
1199,BS_0008413,BS_0000626
1201,BS_0003677,BS_0000442
1203,BS_0006855,BS_0003420
1204,BS_0003128,BS_0009565
1205,BS_0006687,BS_0001622
1207,BS_0000737,BS_0005441
1208,BS_0008626,BS_0001353
1209,BS_0000763,BS_0003677
1210,BS_0002194,BS_0003631
1211,BS_0001288,BS_0002534
1212,BS_0000632,BS_0003720
1213,BS_0005355,BS_0005183
1215,BS_0003764,BS_0000264
1216,BS_0008505,BS_0003420
1217,BS_0006841,BS_0005778
1219,BS_0001320,BS_0009459
1221,BS_0001736,BS_0003514
1222,BS_0008660,BS_0008270
1223,BS_0004244,BS_0006807
1224,BS_0001415,BS_0008134
1225,BS_0000302,BS_0008243
1226,BS_0008474,BS_0006156
1229,BS_0002968,BS_0004994
1230,BS_0003173,BS_0008392
1231,BS_0004894,BS_0006102
1234,BS_0005330,BS_0006025
1236,BS_0007882,BS_0005208
1237,BS_0008118,BS_0002883
1240,BS_0001415,BS_0003627
1242,BS_0005087,BS_0005383
1243,BS_0005690,BS_0007915
1245,BS_0006930,BS_0006157
1246,BS_0009195,BS_0008370
1248,BS_0002362,BS_0005558
1249,BS_0002916,BS_0005035
1251,BS_0000291,BS_0001671
1252,BS_0007224,BS_0006814
1253,BS_0006237,BS_0006102
1254,BS_0008648,BS_0006944
1255,BS_0004172,BS_0006588
1256,BS_0005514,BS_0008392
1257,BS_0003173,BS_0008413
1258,BS_0005922,BS_0005711
1259,BS_0008653,BS_0002844
1260,BS_0008927,BS_0000802
1261,BS_0005958,BS_0002012
1262,BS_0008474,BS_0001605
1263,BS_0003261,BS_0002702
1264,BS_0003367,BS_0000746
1266,BS_0000749,BS_0009404
1267,BS_0001346,BS_0006543
1268,BS_0002388,BS_0003336
1269,BS_0000093,BS_0007276
