,entry1,entry2
184,BS_0004475,BS_0002846
185,BS_0008742,BS_0007724
187,BS_0006687,BS_0001716
188,BS_0002170,BS_0003159
189,BS_0004679,BS_0008250
190,BS_0000066,BS_0000623
191,BS_0002460,BS_0009412
192,BS_0007991,BS_0008285
193,BS_0003367,BS_0005830
194,BS_0005691,BS_0009259
195,BS_0009600,BS_0001408
196,BS_0000703,BS_0008217
197,BS_0008431,BS_0009533
198,BS_0002532,BS_0005132
199,BS_0001410,BS_0000808
200,BS_0008608,BS_0008650
202,BS_0003681,BS_0000694
203,BS_0009136,BS_0005243
204,BS_0003564,BS_0009092
209,BS_0007570,BS_0008253
211,BS_0005943,BS_0000129
212,BS_0004369,BS_0001275
214,BS_0008980,BS_0002737
215,BS_0002599,BS_0003953
218,BS_0005837,BS_0006494
220,BS_0009491,BS_0008647
221,BS_0003423,BS_0002591
222,BS_0001087,BS_0005069
223,BS_0006925,BS_0000333
224,BS_0004856,BS_0008647
225,BS_0006008,BS_0004274
227,BS_0004453,BS_0001333
228,BS_0003763,BS_0001647
229,BS_0004439,BS_0005919
230,BS_0005186,BS_0003720
231,BS_0000547,BS_0000773
232,BS_0003585,BS_0003235
233,BS_0003988,BS_0006129
234,BS_0001475,BS_0006985
235,BS_0002844,BS_0003547
236,BS_0004961,BS_0003302
237,BS_0004374,BS_0001482
238,BS_0007047,BS_0006932
239,BS_0003440,BS_0000950
240,BS_0001779,BS_0005533
241,BS_0005917,BS_0001275
242,BS_0002774,BS_0002458
243,BS_0008098,BS_0002939
244,BS_0003543,BS_0006024
245,BS_0008900,BS_0006742
246,BS_0008363,BS_0000718
247,BS_0005676,BS_0005636
248,BS_0001431,BS_0007956
249,BS_0008395,BS_0008987
250,BS_0004679,BS_0004476
251,BS_0001410,BS_0000764
252,BS_0004473,BS_0004874
253,BS_0002469,BS_0004339
254,BS_0005922,BS_0002846
256,BS_0003764,BS_0005988
257,BS_0005971,BS_0002742
258,BS_0006112,BS_0006611
259,BS_0009569,BS_0008677
264,BS_0005632,BS_0002397
265,BS_0002323,BS_0004615
267,BS_0000745,BS_0002250
270,BS_0002236,BS_0001882
271,BS_0006839,BS_0000963
272,BS_0002243,BS_0008952
273,BS_0002809,BS_0006582
274,BS_0008416,BS_0000435
275,BS_0002250,BS_0003509
277,BS_0001469,BS_0008392
279,BS_0006509,BS_0001603
281,BS_0002506,BS_0006150
282,BS_0000345,BS_0003256
283,BS_0008677,BS_0003102
284,BS_0002992,BS_0002682
285,BS_0007171,BS_0000646
286,BS_0002595,BS_0007712
287,BS_0007167,BS_0003222
290,BS_0005468,BS_0007928
291,BS_0003515,BS_0007716
292,BS_0006082,BS_0004444
293,BS_0005691,BS_0001626
294,BS_0003119,BS_0000448
295,BS_0003161,BS_0003359
296,BS_0006211,BS_0005832
297,BS_0006839,BS_0006132
300,BS_0004325,BS_0003993
301,BS_0000337,BS_0002170
302,BS_0009210,BS_0008557
305,BS_0004259,BS_0005850
308,BS_0008032,BS_0009544
309,BS_0004320,BS_0004111
312,BS_0006107,BS_0004876
314,BS_0002839,BS_0004081
315,BS_0000440,BS_0008434
318,BS_0003181,BS_0000705
319,BS_0007334,BS_0001524
320,BS_0009355,BS_0007166
323,BS_0007383,BS_0007350
324,BS_0003861,BS_0001728
325,BS_0000600,BS_0000457
327,BS_0001348,BS_0007558
328,BS_0000236,BS_0008469
330,BS_0003453,BS_0008253
331,BS_0004554,BS_0004183
332,BS_0006396,BS_0004803
333,BS_0006094,BS_0008001
335,BS_0004941,BS_0007669
336,BS_0005763,BS_0003217
337,BS_0001082,BS_0005257
338,BS_0003171,BS_0003588
341,BS_0000266,BS_0006025
342,BS_0002227,BS_0000367
343,BS_0002929,BS_0001378
344,BS_0004501,BS_0009366
345,BS_0000442,BS_0003688
348,BS_0003720,BS_0000827
350,BS_0002365,BS_0001728
351,BS_0001199,BS_0005860
352,BS_0009393,BS_0004609
353,BS_0009080,BS_0005246
355,BS_0001248,BS_0003158
356,BS_0008940,BS_0000302
357,BS_0004186,BS_0003309
358,BS_0001588,BS_0002598
359,BS_0002390,BS_0004926
360,BS_0007833,BS_0009087
361,BS_0003576,BS_0004371
362,BS_0003164,BS_0003169
363,BS_0006018,BS_0003570
365,BS_0004402,BS_0008166
367,BS_0004469,BS_0006481
368,BS_0003293,BS_0002437
371,BS_0005028,BS_0003502
372,BS_0005122,BS_0001190
373,BS_0003380,BS_0000895
374,BS_0006864,BS_0001583
375,BS_0001694,BS_0008332
376,BS_0000442,BS_0009438
377,BS_0001337,BS_0001784
378,BS_0003881,BS_0004330
379,BS_0001681,BS_0009327
380,BS_0006092,BS_0003970
382,BS_0003170,BS_0003171
383,BS_0006752,BS_0001900
387,BS_0009026,BS_0008166
389,BS_0003678,BS_0008285
390,BS_0006896,BS_0004411
391,BS_0004496,BS_0005012
394,BS_0006718,BS_0006887
396,BS_0006768,BS_0006037
397,BS_0007893,BS_0006193
398,BS_0008449,BS_0005634
399,BS_0003169,BS_0002503
401,BS_0001439,BS_0002497
405,BS_0008607,BS_0003572
406,BS_0006248,BS_0007798
407,BS_0002394,BS_0003336
408,BS_0006717,BS_0009547
409,BS_0002415,BS_0002846
411,BS_0001592,BS_0009272
413,BS_0009129,BS_0004998
414,BS_0001972,BS_0005297
415,BS_0005533,BS_0003169
416,BS_0002263,BS_0006182
417,BS_0005251,BS_0004267
418,BS_0008452,BS_0002675
420,BS_0003302,BS_0001486
421,BS_0009087,BS_0005894
423,BS_0003572,BS_0004868
424,BS_0008134,BS_0004215
425,BS_0002287,BS_0003822
426,BS_0001041,BS_0005533
427,BS_0006535,BS_0001605
429,BS_0005707,BS_0009401
430,BS_0004679,BS_0001905
432,BS_0001116,BS_0000290
433,BS_0002618,BS_0002909
435,BS_0004936,BS_0002504
436,BS_0001543,BS_0008954
437,BS_0002655,BS_0006864
439,BS_0008363,BS_0004836
440,BS_0002971,BS_0005989
441,BS_0002778,BS_0004369
442,BS_0003119,BS_0005722
443,BS_0008394,BS_0004537
445,BS_0006600,BS_0000690
446,BS_0005467,BS_0008621
447,BS_0003165,BS_0005850
449,BS_0008939,BS_0003059
450,BS_0004851,BS_0002110
451,BS_0007187,BS_0008708
452,BS_0003957,BS_0008653
454,BS_0007880,BS_0002047
455,BS_0009136,BS_0004883
456,BS_0003172,BS_0002909
457,BS_0008392,BS_0001732
458,BS_0007615,BS_0009238
460,BS_0000337,BS_0006868
461,BS_0007404,BS_0007823
462,BS_0005436,BS_0009533
463,BS_0004348,BS_0005539
464,BS_0000916,BS_0005024
465,BS_0000266,BS_0004259
466,BS_0003320,BS_0001137
467,BS_0005355,BS_0003072
468,BS_0005248,BS_0002435
469,BS_0007698,BS_0007175
470,BS_0000547,BS_0003838
474,BS_0008474,BS_0002748
475,BS_0004699,BS_0001952
477,BS_0001411,BS_0005041
478,BS_0007496,BS_0009254
479,BS_0009517,BS_0009146
481,BS_0005967,BS_0001625
482,BS_0006709,BS_0008332
483,BS_0001737,BS_0006019
484,BS_0001486,BS_0006814
485,BS_0007432,BS_0004675
487,BS_0000625,BS_0005636
488,BS_0001896,BS_0001195
490,BS_0003677,BS_0008285
491,BS_0001276,BS_0001249
493,BS_0004894,BS_0000774
494,BS_0006671,BS_0003235
495,BS_0005887,BS_0004749
496,BS_0002132,BS_0004356
498,BS_0002869,BS_0002971
499,BS_0000366,BS_0005663
500,BS_0002286,BS_0002415
501,BS_0007703,BS_0009376
503,BS_0001743,BS_0007706
504,BS_0004724,BS_0002347
505,BS_0008626,BS_0006915
507,BS_0007908,BS_0003028
508,BS_0000763,BS_0008526
510,BS_0006671,BS_0000635
511,BS_0003564,BS_0005850
512,BS_0009459,BS_0001506
514,BS_0001008,BS_0007758
517,BS_0006589,BS_0009543
519,BS_0006836,BS_0000736
520,BS_0003572,BS_0003541
521,BS_0006687,BS_0002886
522,BS_0003080,BS_0006170
524,BS_0000593,BS_0002287
526,BS_0003740,BS_0004810
527,BS_0004953,BS_0006468
529,BS_0004981,BS_0001928
530,BS_0008029,BS_0006775
531,BS_0000111,BS_0005086
532,BS_0005238,BS_0003409
533,BS_0006535,BS_0004874
534,BS_0000031,BS_0000087
537,BS_0000442,BS_0009500
541,BS_0001145,BS_0000490
543,BS_0001605,BS_0006350
544,BS_0002570,BS_0007145
545,BS_0003407,BS_0000703
546,BS_0003926,BS_0005071
549,BS_0004030,BS_0005744
550,BS_0002504,BS_0003377
551,BS_0002170,BS_0003556
552,BS_0003513,BS_0007422
553,BS_0002169,BS_0007949
555,BS_0003293,BS_0009026
556,BS_0004689,BS_0008789
559,BS_0003995,BS_0008332
560,BS_0004638,BS_0002550
561,BS_0009258,BS_0002942
565,BS_0003364,BS_0005724
566,BS_0002286,BS_0001622
567,BS_0008653,BS_0003953
568,BS_0005579,BS_0000532
569,BS_0003704,BS_0002295
570,BS_0004243,BS_0000238
571,BS_0006521,BS_0008413
572,BS_0006739,BS_0007849
575,BS_0005994,BS_0009131
577,BS_0004679,BS_0002099
578,BS_0004862,BS_0006506
580,BS_0008474,BS_0002846
582,BS_0003256,BS_0008417
583,BS_0003409,BS_0002257
584,BS_0007179,BS_0001628
585,BS_0003168,BS_0004150
587,BS_0001112,BS_0006018
588,BS_0001774,BS_0001286
589,BS_0006130,BS_0007960
592,BS_0006385,BS_0009589
593,BS_0001238,BS_0000648
597,BS_0003679,BS_0002942
598,BS_0001061,BS_0008174
600,BS_0003554,BS_0004868
601,BS_0003383,BS_0003151
602,BS_0004299,BS_0000541
604,BS_0001249,BS_0005571
605,BS_0009136,BS_0008504
606,BS_0005999,BS_0006713
609,BS_0009558,BS_0005776
610,BS_0005091,BS_0000208
612,BS_0008853,BS_0008869
613,BS_0007236,BS_0009047
615,BS_0008474,BS_0001410
617,BS_0003577,BS_0005541
619,BS_0007653,BS_0008253
623,BS_0008977,BS_0003732
625,BS_0005201,BS_0002602
626,BS_0005872,BS_0003551
629,BS_0008249,BS_0004540
631,BS_0007991,BS_0002186
633,BS_0001777,BS_0008493
637,BS_0007807,BS_0005662
638,BS_0006024,BS_0006181
639,BS_0004596,BS_0003962
640,BS_0003952,BS_0007550
641,BS_0003681,BS_0002962
642,BS_0003385,BS_0006864
644,BS_0002948,BS_0000383
646,BS_0007027,BS_0003663
648,BS_0008504,BS_0002288
651,BS_0008603,BS_0009460
654,BS_0009360,BS_0004005
655,BS_0002436,BS_0002909
656,BS_0001662,BS_0007121
657,BS_0005971,BS_0003181
661,BS_0001175,BS_0007679
662,BS_0007002,BS_0001836
663,BS_0008683,BS_0009179
666,BS_0004173,BS_0008166
667,BS_0001111,BS_0004741
669,BS_0004175,BS_0004259
670,BS_0008849,BS_0009330
671,BS_0002083,BS_0006278
672,BS_0001787,BS_0003564
673,BS_0002723,BS_0009617
675,BS_0004561,BS_0000685
676,BS_0000178,BS_0005358
677,BS_0002383,BS_0000836
678,BS_0005355,BS_0003838
679,BS_0004637,BS_0000930
681,BS_0004953,BS_0005493
682,BS_0004359,BS_0009320
683,BS_0008642,BS_0006259
684,BS_0009131,BS_0004376
685,BS_0002926,BS_0005514
686,BS_0008352,BS_0006290
687,BS_0002968,BS_0001678
690,BS_0001248,BS_0001120
692,BS_0002365,BS_0000169
695,BS_0005838,BS_0006535
697,BS_0001306,BS_0007316
699,BS_0000649,BS_0004137
703,BS_0007798,BS_0009615
705,BS_0003957,BS_0000827
706,BS_0003793,BS_0001854
707,BS_0001469,BS_0003556
708,BS_0009003,BS_0002773
709,BS_0001119,BS_0002608
710,BS_0000266,BS_0003359
711,BS_0003720,BS_0002971
716,BS_0006868,BS_0004399
717,BS_0004291,BS_0006481
718,BS_0003479,BS_0001140
720,BS_0009087,BS_0004040
722,BS_0001691,BS_0001690
723,BS_0006065,BS_0008673
724,BS_0004662,BS_0003564
726,BS_0002170,BS_0006521
727,BS_0004449,BS_0001615
730,BS_0002370,BS_0000760
733,BS_0003119,BS_0009006
734,BS_0007247,BS_0006381
735,BS_0005830,BS_0003965
736,BS_0001119,BS_0003512
737,BS_0003037,BS_0008413
738,BS_0002846,BS_0007390
739,BS_0002657,BS_0003965
740,BS_0004082,BS_0007239
741,BS_0002981,BS_0008166
742,BS_0009526,BS_0002678
743,BS_0005514,BS_0006237
745,BS_0001195,BS_0008126
747,BS_0002971,BS_0000081
748,BS_0006337,BS_0003603
750,BS_0000958,BS_0001941
751,BS_0001064,BS_0004083
752,BS_0000216,BS_0003253
754,BS_0001500,BS_0005080
755,BS_0007245,BS_0006046
757,BS_0005367,BS_0002064
760,BS_0003672,BS_0005455
761,BS_0000336,BS_0004399
762,BS_0003309,BS_0006025
763,BS_0007804,BS_0005004
764,BS_0001205,BS_0009624
765,BS_0004402,BS_0007915
767,BS_0000867,BS_0004958
769,BS_0001976,BS_0000844
771,BS_0006978,BS_0003440
772,BS_0008253,BS_0006016
774,BS_0001422,BS_0005544
777,BS_0002982,BS_0000764
778,BS_0001469,BS_0002288
782,BS_0003244,BS_0005160
783,BS_0008505,BS_0003316
785,BS_0000769,BS_0005849
786,BS_0000774,BS_0004639
789,BS_0009557,BS_0000069
792,BS_0001117,BS_0006868
793,BS_0002778,BS_0001275
794,BS_0009608,BS_0002656
796,BS_0001113,BS_0005971
797,BS_0002364,BS_0009055
798,BS_0000285,BS_0001680
799,BS_0001615,BS_0002846
800,BS_0003423,BS_0008300
801,BS_0002167,BS_0003603
803,BS_0006150,BS_0005146
804,BS_0008581,BS_0006281
805,BS_0005541,BS_0006059
806,BS_0004638,BS_0005850
807,BS_0000387,BS_0005578
808,BS_0003522,BS_0001877
811,BS_0005060,BS_0008133
814,BS_0008680,BS_0007614
815,BS_0002971,BS_0005059
816,BS_0005482,BS_0005839
818,BS_0001415,BS_0006749
820,BS_0005719,BS_0001506
822,BS_0004173,BS_0005409
823,BS_0000442,BS_0003970
829,BS_0008431,BS_0006245
832,BS_0008194,BS_0002613
835,BS_0002286,BS_0003206
836,BS_0006703,BS_0001281
837,BS_0001490,BS_0003613
840,BS_0005355,BS_0001410
841,BS_0003699,BS_0002309
842,BS_0005485,BS_0008477
844,BS_0003764,BS_0003336
846,BS_0005541,BS_0005059
847,BS_0008391,BS_0002971
849,BS_0002618,BS_0009092
850,BS_0006244,BS_0008074
851,BS_0009286,BS_0003478
853,BS_0008665,BS_0000015
855,BS_0003547,BS_0000808
858,BS_0004316,BS_0001314
859,BS_0007074,BS_0000992
861,BS_0003332,BS_0005636
862,BS_0003194,BS_0006150
865,BS_0001674,BS_0008138
866,BS_0000712,BS_0000548
869,BS_0002312,BS_0001625
870,BS_0002286,BS_0006521
871,BS_0009195,BS_0006503
874,BS_0000119,BS_0007181
875,BS_0004749,BS_0007825
877,BS_0006855,BS_0001728
878,BS_0002164,BS_0008412
879,BS_0001116,BS_0003864
880,BS_0001294,BS_0008117
883,BS_0003749,BS_0009542
887,BS_0008166,BS_0002110
888,BS_0004317,BS_0001248
889,BS_0005028,BS_0004402
890,BS_0003169,BS_0009127
891,BS_0004126,BS_0003145
892,BS_0004219,BS_0000256
895,BS_0001003,BS_0001371
898,BS_0005646,BS_0008867
899,BS_0001941,BS_0004235
901,BS_0002923,BS_0003732
902,BS_0001469,BS_0003161
903,BS_0009087,BS_0006509
909,BS_0003158,BS_0006059
910,BS_0006521,BS_0007252
912,BS_0000476,BS_0008238
914,BS_0001317,BS_0008022
915,BS_0009124,BS_0006240
916,BS_0007570,BS_0003207
917,BS_0001841,BS_0000387
919,BS_0009080,BS_0003453
921,BS_0003188,BS_0000447
922,BS_0004449,BS_0009063
926,BS_0003301,BS_0003121
927,BS_0008520,BS_0005692
929,BS_0006687,BS_0008413
930,BS_0005310,BS_0004642
931,BS_0009063,BS_0003088
933,BS_0001083,BS_0009288
934,BS_0003312,BS_0006385
937,BS_0005355,BS_0002299
938,BS_0004834,BS_0006275
939,BS_0009393,BS_0000232
941,BS_0002445,BS_0003359
942,BS_0008526,BS_0007726
943,BS_0003195,BS_0003988
944,BS_0005757,BS_0004453
945,BS_0009148,BS_0008187
946,BS_0006493,BS_0005838
947,BS_0000763,BS_0000238
948,BS_0003676,BS_0006683
949,BS_0000663,BS_0001275
950,BS_0003194,BS_0007316
951,BS_0003556,BS_0000336
952,BS_0007858,BS_0004100
953,BS_0003965,BS_0004369
954,BS_0008954,BS_0000623
955,BS_0000219,BS_0000309
956,BS_0006150,BS_0005636
958,BS_0000242,BS_0007424
960,BS_0003731,BS_0005864
961,BS_0003093,BS_0008748
962,BS_0002164,BS_0000169
963,BS_0006661,BS_0003673
964,BS_0002170,BS_0009130
967,BS_0000100,BS_0006770
970,BS_0005894,BS_0006245
976,BS_0009063,BS_0000718
977,BS_0003118,BS_0005945
978,BS_0005028,BS_0001088
981,BS_0001567,BS_0000522
983,BS_0003411,BS_0005541
984,BS_0006814,BS_0000622
987,BS_0001177,BS_0006019
988,BS_0003157,BS_0003409
991,BS_0002467,BS_0004876
993,BS_0006062,BS_0009515
994,BS_0008209,BS_0005339
995,BS_0000337,BS_0004158
997,BS_0004192,BS_0003256
999,BS_0003828,BS_0002844
1000,BS_0003953,BS_0005739
1004,BS_0003385,BS_0004157
1005,BS_0003447,BS_0004459
1006,BS_0006444,BS_0005543
1007,BS_0007744,BS_0002777
1008,BS_0003667,BS_0002577
1009,BS_0001053,BS_0008775
1010,BS_0001300,BS_0003336
1011,BS_0001288,BS_0007249
1012,BS_0004449,BS_0006671
1013,BS_0003293,BS_0001275
1015,BS_0003209,BS_0003011
1016,BS_0008932,BS_0002259
1017,BS_0002861,BS_0003516
1021,BS_0002979,BS_0001694
1022,BS_0002688,BS_0009093
1023,BS_0005157,BS_0008994
1026,BS_0004393,BS_0003469
1028,BS_0003314,BS_0007435
1029,BS_0002152,BS_0007606
1030,BS_0003243,BS_0005942
1031,BS_0007363,BS_0000426
1032,BS_0002504,BS_0005722
1033,BS_0009622,BS_0007653
1034,BS_0002288,BS_0007973
1035,BS_0003165,BS_0000623
1036,BS_0008621,BS_0000252
1040,BS_0001524,BS_0001656
1041,BS_0008539,BS_0008426
1044,BS_0003292,BS_0003952
1045,BS_0009136,BS_0001736
1047,BS_0000053,BS_0002190
1048,BS_0000169,BS_0004491
1049,BS_0000622,BS_0007129
1052,BS_0004150,BS_0002874
1053,BS_0003564,BS_0000963
1054,BS_0001379,BS_0002001
1057,BS_0001118,BS_0009619
1058,BS_0000336,BS_0002869
1060,BS_0000271,BS_0001538
1062,BS_0007004,BS_0008536
1063,BS_0001686,BS_0001116
1064,BS_0001737,BS_0000118
1066,BS_0004679,BS_0005003
1068,BS_0002287,BS_0003659
1069,BS_0008281,BS_0001638
1070,BS_0003293,BS_0004142
1073,BS_0001096,BS_0006166
1074,BS_0004262,BS_0002210
1075,BS_0000336,BS_0000694
1079,BS_0005552,BS_0004710
1080,BS_0005355,BS_0006509
1081,BS_0002434,BS_0006962
1082,BS_0006535,BS_0000827
1083,BS_0005988,BS_0003181
1087,BS_0004253,BS_0008290
1089,BS_0005059,BS_0003988
1090,BS_0004679,BS_0004741
1092,BS_0005902,BS_0002166
1093,BS_0006997,BS_0000151
1094,BS_0003681,BS_0008321
1095,BS_0001736,BS_0008548
1096,BS_0006063,BS_0008763
1097,BS_0001607,BS_0002925
1099,BS_0002466,BS_0002340
1100,BS_0000607,BS_0000694
1103,BS_0003735,BS_0002644
1104,BS_0009063,BS_0000630
1106,BS_0003165,BS_0005711
1109,BS_0008474,BS_0002602
1110,BS_0000764,BS_0000081
1111,BS_0006535,BS_0004369
1113,BS_0006889,BS_0000383
1114,BS_0004662,BS_0005634
1115,BS_0005594,BS_0008412
1117,BS_0007359,BS_0006885
1118,BS_0006229,BS_0007566
1120,BS_0003385,BS_0003209
1121,BS_0007568,BS_0005251
1122,BS_0007568,BS_0006847
1124,BS_0002360,BS_0007573
1125,BS_0005355,BS_0004371
1127,BS_0007740,BS_0000430
1128,BS_0007187,BS_0000309
1129,BS_0003707,BS_0004702
1130,BS_0009156,BS_0006746
1131,BS_0007338,BS_0009276
1132,BS_0003764,BS_0001306
1133,BS_0006198,BS_0003336
1135,BS_0008005,BS_0008178
1136,BS_0002432,BS_0009611
1138,BS_0008327,BS_0002492
1139,BS_0006321,BS_0005025
1140,BS_0003336,BS_0002390
1141,BS_0008116,BS_0008746
1142,BS_0000337,BS_0003952
1143,BS_0002433,BS_0005978
1145,BS_0008474,BS_0000337
1146,BS_0005529,BS_0002287
1148,BS_0008232,BS_0004917
1151,BS_0003087,BS_0002708
1152,BS_0001896,BS_0002509
1154,BS_0003868,BS_0009384
1155,BS_0001486,BS_0005808
1156,BS_0002555,BS_0007013
1157,BS_0003329,BS_0004215
1158,BS_0005355,BS_0000302
1159,BS_0002979,BS_0000371
1160,BS_0003764,BS_0006102
1161,BS_0001798,BS_0000965
1162,BS_0002357,BS_0006237
1164,BS_0001208,BS_0007453
1165,BS_0005849,BS_0003256
1170,BS_0006304,BS_0004962
1172,BS_0003302,BS_0001482
1174,BS_0002347,BS_0007642
1175,BS_0009317,BS_0003575
1176,BS_0009350,BS_0007624
1177,BS_0007037,BS_0004551
1178,BS_0003678,BS_0008321
1179,BS_0003515,BS_0003720
1181,BS_0001300,BS_0006645
1182,BS_0000781,BS_0001008
1183,BS_0001111,BS_0000595
1185,BS_0000689,BS_0003599
1186,BS_0004189,BS_0005320
1188,BS_0003588,BS_0002503
1189,BS_0003332,BS_0002742
1190,BS_0005000,BS_0008693
1194,BS_0009087,BS_0003072
1197,BS_0008109,BS_0002701
1198,BS_0002893,BS_0005601
1200,BS_0001096,BS_0002504
1201,BS_0003677,BS_0000442
1203,BS_0006855,BS_0003420
1205,BS_0006687,BS_0001622
1206,BS_0000769,BS_0000705
1207,BS_0000737,BS_0005441
1208,BS_0008626,BS_0001353
1209,BS_0000763,BS_0003677
1211,BS_0001288,BS_0002534
1214,BS_0003411,BS_0000459
1216,BS_0008505,BS_0003420
1218,BS_0007984,BS_0008816
1219,BS_0001320,BS_0009459
1220,BS_0003341,BS_0007653
1221,BS_0001736,BS_0003514
1222,BS_0008660,BS_0008270
1224,BS_0001415,BS_0008134
1226,BS_0008474,BS_0006156
1227,BS_0009349,BS_0003789
1228,BS_0003376,BS_0004966
1229,BS_0002968,BS_0004994
1230,BS_0003173,BS_0008392
1231,BS_0004894,BS_0006102
1232,BS_0003194,BS_0002504
1234,BS_0005330,BS_0006025
1236,BS_0007882,BS_0005208
1237,BS_0008118,BS_0002883
1238,BS_0001877,BS_0000174
1243,BS_0005690,BS_0007915
1244,BS_0002245,BS_0009378
1246,BS_0009195,BS_0008370
1247,BS_0001486,BS_0003613
1248,BS_0002362,BS_0005558
1249,BS_0002916,BS_0005035
1250,BS_0008392,BS_0008953
1251,BS_0000291,BS_0001671
1252,BS_0007224,BS_0006814
1253,BS_0006237,BS_0006102
1254,BS_0008648,BS_0006944
1255,BS_0004172,BS_0006588
1256,BS_0005514,BS_0008392
1257,BS_0003173,BS_0008413
1258,BS_0005922,BS_0005711
1259,BS_0008653,BS_0002844
1260,BS_0008927,BS_0000802
1261,BS_0005958,BS_0002012
1262,BS_0008474,BS_0001605
1265,BS_0001248,BS_0007912
1266,BS_0000749,BS_0009404
1267,BS_0001346,BS_0006543
1268,BS_0002388,BS_0003336
1269,BS_0000093,BS_0007276
1270,BS_0003359,BS_0008253
1271,BS_0001113,BS_0001625
1273,BS_0006687,BS_0008417
1274,BS_0007973,BS_0009092
1275,BS_0008070,BS_0008644
1276,BS_0002869,BS_0000238
1277,BS_0008408,BS_0002846
1280,BS_0005301,BS_0002160
1281,BS_0000337,BS_0004476
1284,BS_0005788,BS_0008300
1285,BS_0007795,BS_0008928
1286,BS_0003468,BS_0002014
1287,BS_0009158,BS_0001510
1289,BS_0004476,BS_0003793
1292,BS_0005706,BS_0005465
1294,BS_0009566,BS_0009222
1297,BS_0003956,BS_0009585
1300,BS_0004724,BS_0004151
1301,BS_0001415,BS_0003165
1302,BS_0004533,BS_0007112
1304,BS_0008005,BS_0007863
1306,BS_0001861,BS_0005801
1307,BS_0005739,BS_0004105
1309,BS_0006778,BS_0006427
1310,BS_0003738,BS_0001275
1311,BS_0004259,BS_0008345
1312,BS_0002185,BS_0000780
